TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2025,1,7,14,36,11XX ROBSON ST,West End,490783.7617,5459244.5635
Other Theft,2025,1,8,20,33,11XX ROBSON ST,West End,490795.0156,5459233.3232
Other Theft,2025,1,10,14,30,11XX ROBSON ST,West End,490909.5334,5459106.0202
Other Theft,2025,1,13,20,0,11XX ROBSON ST,West End,490909.5334,5459106.0202
Other Theft,2025,1,20,19,40,11XX W 32ND AVE,Shaughnessy,490339.1534,5454491.2804
Other Theft,2025,1,21,20,17,11XX W GEORGIA ST,Central Business District,490915.2728,5459361.0787
Other Theft,2025,1,8,19,0,11XX W GEORGIA ST,Central Business District,490917.5525,5459358.8318
Other Theft,2025,1,19,12,0,11XX W GEORGIA ST,West End,490993.2104,5459271.4375
Other Theft,2025,1,3,13,30,11XX W GEORGIA ST,Central Business District,490997.9348,5459279.6198
Other Theft,2025,1,17,1,53,11XX W PENDER ST,Central Business District,491035.8752,5459521.2951
Other Theft,2025,1,1,22,38,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
Other Theft,2025,1,14,23,46,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
Other Theft,2025,1,28,10,34,12XX BIDWELL ST,West End,489727.7164,5459217.15
Other Theft,2025,1,9,15,48,12XX BIDWELL ST,West End,489791.0707,5459268.8144
Other Theft,2025,1,16,14,2,12XX BURRARD ST,Central Business District,490603.3382,5458481.0937
Other Theft,2025,1,28,21,11,12XX DAVIE ST,West End,490242.6338,5458856.48
Other Theft,2025,1,30,22,11,12XX DAVIE ST,West End,490285.9618,5458813.7969
Other Theft,2025,1,20,11,51,12XX GRANVILLE ST,Central Business District,490711.4545,5458168.033
Other Theft,2025,1,17,7,24,12XX GRANVILLE ST,Central Business District,490720.1022,5458163.8044
Other Theft,2025,1,6,20,30,12XX LAMEYS MILL RD,Fairview,490394.1061,5457112.0234
Other Theft,2025,1,13,8,0,12XX RICHARDS ST,Central Business District,490926.5307,5458103.6163
Other Theft,2025,1,26,10,32,12XX RICHARDS ST,Central Business District,490957.2624,5458122.1522
Other Theft,2025,1,6,20,8,12XX ROBSON ST,West End,490750.8949,5459264.4759
Other Theft,2025,1,24,16,0,12XX W 41ST AVE,Shaughnessy,490263.0408,5453497.5313
Other Theft,2025,1,10,5,57,12XX W GEORGIA ST,West End,490786.4632,5459476.0086
Other Theft,2025,1,8,9,17,12XX W GEORGIA ST,West End,490879.2601,5459383.7585
Other Theft,2025,1,13,19,4,13XX W BROADWAY AVE,Fairview,490229.4103,5456755.865
Other Theft,2025,1,23,16,0,14XX BURNABY ST,West End,489973.7858,5458950.8319
Other Theft,2025,1,25,13,15,14XX CARTWRIGHT ST,Fairview,490161.674,5457491.3577
Other Theft,2025,1,25,10,0,14XX CONTINENTAL ST,Central Business District,490512.2176,5458043.5178
Other Theft,2025,1,3,8,37,14XX E HASTINGS ST,Grandview-Woodland,494563.7471,5458727.4016
Other Theft,2025,1,27,9,16,14XX E HASTINGS ST,Grandview-Woodland,494563.7471,5458727.4016
Other Theft,2025,1,7,11,0,14XX E HASTINGS ST,Grandview-Woodland,494574.0472,5458727.213
Other Theft,2025,1,17,13,48,14XX FOUNTAIN WAY,Fairview,490068.8057,5457326.7615
Other Theft,2025,1,19,16,30,14XX GRANVILLE ST,Central Business District,490519.7625,5457978.5259
Other Theft,2025,1,22,17,0,14XX GRANVILLE ST,Central Business District,490519.7625,5457978.5259
Other Theft,2025,1,5,11,42,14XX GRANVILLE ST,Central Business District,490575.3428,5458034.5593
Other Theft,2025,1,16,12,6,14XX HOMER ST,Central Business District,490791.2785,5457683.9324
Other Theft,2025,1,9,18,25,14XX ROBSON ST,West End,490542.7452,5459472.1427
Other Theft,2025,1,21,1,0,14XX W 47TH AVE,Oakridge,489958.2493,5452886.1988
Other Theft,2025,1,10,10,0,14XX W 7TH AVE,Fairview,489954.229,5456966.3141
Other Theft,2025,1,23,11,45,14XX W 7TH AVE,Fairview,489954.229,5456966.3141
Other Theft,2025,1,20,9,30,14XX W 8TH AVE,Fairview,489987.3332,5456872.0863
Other Theft,2025,1,24,7,0,15XX ADANAC ST,Grandview-Woodland,494612.1305,5458318.2
Other Theft,2025,1,27,14,36,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309
Other Theft,2025,1,11,2,20,15XX COMMERCIAL DR,Grandview-Woodland,494939.6353,5457622.9999
Other Theft,2025,1,3,12,21,15XX E 10TH AVE,Kensington-Cedar Cottage,494685.0892,5456522.2738
Other Theft,2025,1,22,20,0,15XX E 14TH AVE,Kensington-Cedar Cottage,494769.5924,5456118.9603
Other Theft,2025,1,1,21,55,15XX E 2ND AVE,Grandview-Woodland,494706.7604,5457327.3538
Other Theft,2025,1,24,16,32,15XX E 3RD AVE,Grandview-Woodland,494693.2017,5457235.8892
Other Theft,2025,1,17,16,17,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382
Other Theft,2025,1,21,18,42,15XX ROBSON ST,West End,490461.1119,5459564.5193
Other Theft,2025,1,6,14,20,15XX W 49TH AVE,Kerrisdale,489753.3242,5452693.9914
Other Theft,2025,1,15,18,8,15XX W 58TH AVE,Marpole,489743.4279,5451753.4356
Other Theft,2025,1,27,19,45,15XX W BROADWAY AVE,Fairview,489778.0097,5456765.5473
Other Theft,2025,1,30,15,43,16XX DAVIE ST,West End,489823.5677,5459270.7723
Other Theft,2025,1,3,10,22,16XX DAVIE ST,West End,489845.372,5459249.0066
Other Theft,2025,1,4,10,39,16XX DAVIE ST,West End,489845.372,5459249.0066
Other Theft,2025,1,8,18,18,16XX DAVIE ST,West End,489845.372,5459249.0066
Other Theft,2025,1,24,13,11,16XX DAVIE ST,West End,489854.175,5459227.2991
Other Theft,2025,1,18,13,32,16XX E 2ND AVE,Grandview-Woodland,494824.4043,5457334.9144
Other Theft,2025,1,14,16,46,16XX E BROADWAY AVE,Grandview-Woodland,494847.0444,5456626.0359
Other Theft,2025,1,14,18,20,16XX E BROADWAY AVE,Grandview-Woodland,494847.0444,5456626.0359
Other Theft,2025,1,2,10,30,16XX E BROADWAY AVE,Grandview-Woodland,494869.7445,5456625.7217
Other Theft,2025,1,4,18,0,16XX HARO ST,West End,490242.0135,5459620.1911
Other Theft,2025,1,8,10,0,16XX HORNBY ST,Central Business District,490284.1688,5458022.5551
Other Theft,2025,1,11,10,35,16XX JOHNSTON ST,Fairview,490131.3528,5457743.7883
Other Theft,2025,1,17,9,21,16XX NAPIER ST,Grandview-Woodland,494923.2387,5458018.9232
Other Theft,2025,1,22,22,0,16XX NAPIER ST,Grandview-Woodland,494923.2387,5458018.9232
Other Theft,2025,1,24,18,30,16XX NAPIER ST,Grandview-Woodland,494923.2387,5458018.9232
Other Theft,2025,1,14,8,55,16XX NELSON ST,West End,490092.8195,5459451.9609
Other Theft,2025,1,9,9,46,16XX SALT ST,Mount Pleasant,492286.4866,5457518.397
Other Theft,2025,1,18,13,11,16XX SALT ST,Mount Pleasant,492286.5827,5457524.8483
Other Theft,2025,1,3,19,10,16XX SALT ST,Mount Pleasant,492288.3814,5457616.3293
Other Theft,2025,1,13,12,40,16XX W 60TH AVE,Marpole,489516.6395,5451578.2628
Other Theft,2025,1,6,23,41,17XX ALBERNI ST,West End,490316.9427,5459864.4127
Other Theft,2025,1,8,15,47,17XX ALBERNI ST,West End,490318.2146,5459863.148
Other Theft,2025,1,6,21,27,17XX BEACH AVE,West End,489616.2382,5459110.3471
Other Theft,2025,1,21,7,48,17XX DAVIE ST,West End,489798.1994,5459283.1747
Other Theft,2025,1,13,17,23,17XX E 15TH AVE,Kensington-Cedar Cottage,495001.2132,5456014.3819
Other Theft,2025,1,1,11,0,17XX E BROADWAY AVE,Kensington-Cedar Cottage,494932.5817,5456615.6804
Other Theft,2025,1,1,14,33,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.7287
Other Theft,2025,1,5,12,47,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.7287
Other Theft,2025,1,7,21,57,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.7287
Other Theft,2025,1,4,8,16,17XX E BROADWAY AVE,Grandview-Woodland,495003.3523,5456623.6716
Other Theft,2025,1,17,8,51,17XX E BROADWAY AVE,Grandview-Woodland,495003.3523,5456623.6716
Other Theft,2025,1,26,16,40,17XX E BROADWAY AVE,Kensington-Cedar Cottage,495037.2061,5456613.9743
Other Theft,2025,1,9,14,58,17XX E BROADWAY AVE,Kensington-Cedar Cottage,495037.9953,5456613.9613
Other Theft,2025,1,12,17,10,17XX E BROADWAY AVE,Kensington-Cedar Cottage,495037.9953,5456613.9613
Other Theft,2025,1,27,17,45,17XX E BROADWAY AVE,Kensington-Cedar Cottage,495037.9953,5456613.9613
Other Theft,2025,1,5,17,0,17XX NELSON ST,West End,489957.9911,5459602.18
Other Theft,2025,1,11,15,48,17XX PENDRELL ST,West End,489793.7635,5459440.362
Other Theft,2025,1,7,19,15,17XX QUEBEC ST,Mount Pleasant,492523.5645,5457414.0633
Other Theft,2025,1,19,12,8,17XX ROBSON ST,West End,490184.7452,5459826.5657
Other Theft,2025,1,19,15,9,17XX ROBSON ST,West End,490211.0813,5459813.7181
Other Theft,2025,1,4,10,48,17XX ROBSON ST,West End,490240.3285,5459772.5365
Other Theft,2025,1,3,10,25,17XX W 4TH AVE,Fairview,489537.3549,5457260.4906
Other Theft,2025,1,17,19,0,17XX W 75TH AVE,Marpole,489205.1527,5450464.2021
Other Theft,2025,1,25,19,19,17XX W BROADWAY AVE,Fairview,489431.9432,5456775.5666
Other Theft,2025,1,9,22,30,18XX ALBERNI ST,West End,490126.3945,5460038.6035
Other Theft,2025,1,23,15,30,18XX SE MARINE DR,Victoria-Fraserview,494996.4552,5450855.404
Other Theft,2025,1,3,21,40,19XX E 13TH AVE,Kensington-Cedar Cottage,495337.0655,5456204.6092
Other Theft,2025,1,22,18,14,19XX POWELL ST,Grandview-Woodland,495306.7811,5459127.324
Other Theft,2025,1,15,18,0,19XX W 1ST AVE,Kitsilano,489237.2539,5457555.4743
Other Theft,2025,1,3,10,27,19XX W GEORGIA ST,Central Business District,490145.1487,5460130.6506
Other Theft,2025,1,3,10,20,1X E 38TH AVE,Riley Park,492335.9297,5453746.9164
Other Theft,2025,1,16,11,27,1X W HASTINGS ST,Central Business District,492384.0263,5458764.7442
Other Theft,2025,1,1,1,0,1XX CARRALL ST,Central Business District,492413.6644,5458979.8195
Other Theft,2025,1,15,7,30,1XX DUNLEVY AVE,Strathcona,493063.919,5458989.993
Other Theft,2025,1,10,14,24,1XX DUNLEVY AVE,Strathcona,493063.9359,5458990.6275
Other Theft,2025,1,3,19,55,1XX E 2ND AVE,Mount Pleasant,492641.5675,5457373.8013
Other Theft,2025,1,3,19,44,1XX E 6TH AVE,Mount Pleasant,492641.961,5456971.2791
Other Theft,2025,1,7,18,59,1XX E BROADWAY AVE,Mount Pleasant,492547.998,5456697.2546
Other Theft,2025,1,15,4,0,1XX E HASTINGS ST,Central Business District,492575.3947,5458747.7679
Other Theft,2025,1,2,15,29,1XX E HASTINGS ST,Central Business District,492708.1305,5458743.3452
Other Theft,2025,1,21,19,8,1XX KEEFER PL,Central Business District,492124.2018,5458571.754
Other Theft,2025,1,14,12,26,1XX TERMINAL AVE,Central Business District,492712.0211,5457802.9055
Other Theft,2025,1,21,6,45,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737
Other Theft,2025,1,29,10,0,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737
Other Theft,2025,1,21,6,30,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667
Other Theft,2025,1,28,16,56,1XX W BROADWAY AVE,Mount Pleasant,492055.1079,5456715.7147
Other Theft,2025,1,5,13,16,1XX W BROADWAY AVE,Mount Pleasant,492213.9058,5456699.8307
Other Theft,2025,1,14,11,19,1XX W GEORGIA ST,Central Business District,491795.0971,5458476.1282
Other Theft,2025,1,3,9,4,1XX W PENDER ST,Central Business District,492155.2347,5458707.6107
Other Theft,2025,1,20,8,0,1XX W PENDER ST,Central Business District,492155.2347,5458707.6107
Other Theft,2025,1,15,14,0,1XX W PENDER ST,Central Business District,492171.0549,5458703.3072
Other Theft,2025,1,24,12,1,1XX WATER ST,Central Business District,492195.3064,5459033.7723
Other Theft,2025,1,26,16,8,1XX WATER ST,Central Business District,492215.3223,5459037.8917
Other Theft,2025,1,27,13,29,1XX WATER ST,Central Business District,492215.3223,5459037.8917
Other Theft,2025,1,28,17,50,1XX WATER ST,Central Business District,492215.3223,5459037.8917
Other Theft,2025,1,16,18,12,1XX WATER ST,Central Business District,492236.2458,5459022.8396
Other Theft,2025,1,13,11,3,1XX WATER ST,Central Business District,492239.8904,5459021.8661
Other Theft,2025,1,25,16,20,1XX WATER ST,Central Business District,492239.8904,5459021.8661
Other Theft,2025,1,3,13,51,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2025,1,10,12,35,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2025,1,2,12,28,20XX DUNDAS ST,Grandview-Woodland,495408.5185,5459123.4807
Other Theft,2025,1,15,8,45,20XX E PENDER ST,Grandview-Woodland,495439.4028,5458606.6884
Other Theft,2025,1,5,12,3,20XX W 13TH AVE,Kitsilano,488994.9412,5456377.8974
Other Theft,2025,1,11,16,45,20XX W 41ST AVE,Shaughnessy,488735.5254,5453548.9609
Other Theft,2025,1,19,13,27,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.9602
Other Theft,2025,1,8,21,2,20XX W 42ND AVE,Kerrisdale,488740.6652,5453440.1102
Other Theft,2025,1,4,14,13,20XX W BROADWAY AVE,Kitsilano,488894.7179,5456790.2995
Other Theft,2025,1,2,16,18,21XX E KENT AVE S,Victoria-Fraserview,495413.4707,5450389.3998
Other Theft,2025,1,3,19,7,21XX LAHB AVE,Arbutus Ridge,488823.3631,5455083.7057
Other Theft,2025,1,23,20,37,21XX LAHB AVE,Arbutus Ridge,488823.3631,5455083.7057
Other Theft,2025,1,10,17,30,21XX W 41ST AVE,Arbutus Ridge,488531.0021,5453553.9518
Other Theft,2025,1,15,10,59,21XX W 41ST AVE,Kerrisdale,488550.1544,5453544.2919
Other Theft,2025,1,7,11,4,21XX W 41ST AVE,Arbutus Ridge,488564.7536,5453553.0491
Other Theft,2025,1,25,12,50,21XX W 41ST AVE,Arbutus Ridge,488592.3696,5453552.3142
Other Theft,2025,1,13,16,50,21XX W 4TH AVE,Kitsilano,488817.7944,5457270.1121
Other Theft,2025,1,4,15,19,21XX W 4TH AVE,Kitsilano,488877.3586,5457277.7733
Other Theft,2025,1,8,14,58,21XX W 4TH AVE,Kitsilano,488877.3586,5457277.7733
Other Theft,2025,1,8,15,10,21XX W 4TH AVE,Kitsilano,488877.3586,5457277.7733
Other Theft,2025,1,9,18,14,21XX W 4TH AVE,Kitsilano,488877.3586,5457277.7733
Other Theft,2025,1,14,18,49,21XX W 4TH AVE,Kitsilano,488877.3586,5457277.7733
Other Theft,2025,1,16,18,12,21XX W 4TH AVE,Kitsilano,488877.3586,5457277.7733
Other Theft,2025,1,23,12,51,21XX W 4TH AVE,Kitsilano,488877.3586,5457277.7733
Other Theft,2025,1,30,16,33,21XX W 4TH AVE,Kitsilano,488877.3586,5457277.7733
Other Theft,2025,1,5,18,20,21XX W 4TH AVE,Kitsilano,488880.804,5457277.688
Other Theft,2025,1,6,19,30,21XX W 4TH AVE,Kitsilano,488880.804,5457277.688
Other Theft,2025,1,10,18,32,21XX W 4TH AVE,Kitsilano,488880.804,5457277.688
Other Theft,2025,1,12,12,36,21XX W 4TH AVE,Kitsilano,488880.804,5457277.688
Other Theft,2025,1,12,18,14,21XX W 4TH AVE,Kitsilano,488880.804,5457277.688
Other Theft,2025,1,12,19,17,21XX W 4TH AVE,Kitsilano,488880.804,5457277.688
Other Theft,2025,1,18,18,11,21XX W 4TH AVE,Kitsilano,488880.804,5457277.688
Other Theft,2025,1,19,17,50,21XX W 4TH AVE,Kitsilano,488880.804,5457277.688
Other Theft,2025,1,20,13,56,21XX W 4TH AVE,Kitsilano,488880.804,5457277.688
Other Theft,2025,1,21,19,45,21XX W 4TH AVE,Kitsilano,488880.804,5457277.688
Other Theft,2025,1,4,16,41,22XX CAMBIE ST,Mount Pleasant,491656.682,5456919.8752
Other Theft,2025,1,2,13,19,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.9744
Other Theft,2025,1,10,17,51,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.9744
Other Theft,2025,1,6,18,0,22XX CAMBRIDGE ST,Grandview-Woodland,495693.5087,5459315.5276
Other Theft,2025,1,10,21,0,22XX CAMBRIDGE ST,Grandview-Woodland,495693.5087,5459315.5276
Other Theft,2025,1,29,12,37,22XX CAMBRIDGE ST,Grandview-Woodland,495695.3566,5459315.4903
Other Theft,2025,1,14,16,45,22XX E 25TH AVE,Kensington-Cedar Cottage,495730.6199,5455034.6333
Other Theft,2025,1,23,16,30,22XX E BROADWAY AVE,Grandview-Woodland,495704.0098,5456615.4349
Other Theft,2025,1,17,10,0,22XX E HASTINGS ST,Grandview-Woodland,495657.5559,5458710.4146
Other Theft,2025,1,14,12,30,22XX E HASTINGS ST,Grandview-Woodland,495665.5285,5458719.5337
Other Theft,2025,1,17,14,59,22XX E HASTINGS ST,Grandview-Woodland,495765.0052,5458710.0831
Other Theft,2025,1,14,10,30,22XX E PENDER ST,Grandview-Woodland,495704.9527,5458605.9326
Other Theft,2025,1,16,8,26,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495680.0208,5454414.5701
Other Theft,2025,1,7,18,51,22XX W 4TH AVE,Kitsilano,488570.1851,5457285.329
Other Theft,2025,1,29,20,10,22XX W 4TH AVE,Kitsilano,488572.6386,5457285.2692
Other Theft,2025,1,7,18,5,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959
Other Theft,2025,1,6,13,31,23XX CAMBIE ST,Fairview,491637.1823,5456824.7247
Other Theft,2025,1,6,15,45,23XX CAMBIE ST,Fairview,491637.1823,5456824.7247
Other Theft,2025,1,26,18,44,23XX CAMBIE ST,Fairview,491637.1823,5456824.7247
Other Theft,2025,1,11,20,21,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2025,1,16,20,22,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2025,1,18,17,7,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2025,1,18,20,26,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2025,1,23,12,17,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2025,1,27,16,11,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2025,1,27,16,35,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
Other Theft,2025,1,2,19,26,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2025,1,4,12,23,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2025,1,7,10,29,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2025,1,11,13,34,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2025,1,20,15,43,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2025,1,20,19,26,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2025,1,25,9,15,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2025,1,26,13,42,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2025,1,27,14,6,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.9493
Other Theft,2025,1,30,19,37,23XX CAMBIE ST,Mount Pleasant,491656.1835,5456883.2979
Other Theft,2025,1,1,15,36,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
Other Theft,2025,1,7,17,56,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
Other Theft,2025,1,10,14,4,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
Other Theft,2025,1,24,19,54,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
Other Theft,2025,1,25,11,32,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
Other Theft,2025,1,26,12,32,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
Other Theft,2025,1,26,14,0,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
Other Theft,2025,1,30,14,8,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
Other Theft,2025,1,1,18,48,23XX CAMBIE ST,Mount Pleasant,491656.4429,5456903.2128
Other Theft,2025,1,3,18,25,23XX CAMBIE ST,Mount Pleasant,491656.4429,5456903.2128
Other Theft,2025,1,8,21,10,23XX CAMBIE ST,Mount Pleasant,491656.4429,5456903.2128
Other Theft,2025,1,12,10,20,23XX CAMBIE ST,Mount Pleasant,491656.4429,5456903.2128
Other Theft,2025,1,13,17,15,23XX CAMBIE ST,Mount Pleasant,491656.4429,5456903.2128
Other Theft,2025,1,18,19,38,23XX CAMBIE ST,Mount Pleasant,491656.4429,5456903.2128
Other Theft,2025,1,22,18,48,23XX CAMBIE ST,Mount Pleasant,491656.4429,5456903.2128
Other Theft,2025,1,22,21,57,23XX CAMBIE ST,Mount Pleasant,491656.4429,5456903.2128
Other Theft,2025,1,11,11,15,23XX E 28TH AVE,Kensington-Cedar Cottage,495853.6875,5454786.1074
Other Theft,2025,1,12,7,42,23XX E 4TH AVE,Grandview-Woodland,495841.1056,5457108.8196
Other Theft,2025,1,10,20,0,23XX SW MARINE DR,Kerrisdale,488352.6815,5452186.0654
Other Theft,2025,1,16,12,0,23XX W 41ST AVE,Arbutus Ridge,488349.7937,5453558.6953
Other Theft,2025,1,23,15,19,24XX BROCK ST,Renfrew-Collingwood,495949.2446,5454547.2511
Other Theft,2025,1,23,20,0,24XX CORNWALL AVE,Kitsilano,488265.3336,5457786.3941
Other Theft,2025,1,4,15,45,25XX CAMBIE ST,Fairview,491632.1533,5456670.7306
Other Theft,2025,1,28,13,50,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494915.9339,5456528.2435
Other Theft,2025,1,9,11,53,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494916.9085,5456592.5699
Other Theft,2025,1,3,16,22,25XX E HASTINGS ST,Hastings-Sunrise,496054.1322,5458709.2855
Other Theft,2025,1,13,15,57,25XX MAIN ST,Mount Pleasant,492657.0793,5456612.2419
Other Theft,2025,1,11,1,2,25XX W 18TH AVE,Arbutus Ridge,488122.7084,5455963.5509
Other Theft,2025,1,2,16,0,25XX W BROADWAY AVE,Kitsilano,488120.0479,5456822.1527
Other Theft,2025,1,17,13,13,25XX WILLIAM ST,Hastings-Sunrise,496070.2642,5457928.2164
Other Theft,2025,1,15,22,17,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494915.7131,5456511.9169
Other Theft,2025,1,6,16,56,26XX DUKE ST,Renfrew-Collingwood,496261.6363,5454099.9875
Other Theft,2025,1,17,4,40,26XX DUKE ST,Renfrew-Collingwood,496261.6363,5454099.9875
Other Theft,2025,1,15,16,30,26XX E 23RD AVE,Renfrew-Collingwood,496348.2004,5455221.5435
Other Theft,2025,1,18,22,45,26XX E HASTINGS ST,Hastings-Sunrise,496361.8287,5458708.4277
Other Theft,2025,1,2,16,54,26XX GRANVILLE ST,Fairview,489915.2816,5456651.0807
Other Theft,2025,1,20,11,16,27XX CHANDLERY PL,Killarney,496267.8953,5450452.7796
Other Theft,2025,1,7,15,57,27XX E HASTINGS ST,Hastings-Sunrise,496507.236,5458707.9678
Other Theft,2025,1,10,17,6,27XX E HASTINGS ST,Hastings-Sunrise,496507.236,5458707.9678
Other Theft,2025,1,21,18,47,27XX E HASTINGS ST,Hastings-Sunrise,496507.236,5458707.9678
Other Theft,2025,1,21,20,22,27XX E HASTINGS ST,Hastings-Sunrise,496507.236,5458707.9678
Other Theft,2025,1,2,20,33,27XX E HASTINGS ST,Hastings-Sunrise,496507.3157,5458707.9676
Other Theft,2025,1,9,15,57,27XX E HASTINGS ST,Hastings-Sunrise,496507.3157,5458707.9676
Other Theft,2025,1,10,17,30,27XX E HASTINGS ST,Hastings-Sunrise,496507.3157,5458707.9676
Other Theft,2025,1,22,18,0,27XX E HASTINGS ST,Hastings-Sunrise,496507.3157,5458707.9676
Other Theft,2025,1,22,20,20,27XX E HASTINGS ST,Hastings-Sunrise,496507.3157,5458707.9676
Other Theft,2025,1,29,19,48,27XX E HASTINGS ST,Hastings-Sunrise,496507.3157,5458707.9676
Other Theft,2025,1,18,9,51,27XX E HASTINGS ST,Hastings-Sunrise,496593.169,5458716.8218
Other Theft,2025,1,5,12,36,27XX GRANVILLE ST,Fairview,489909.2757,5456517.3641
Other Theft,2025,1,12,13,4,27XX MAIN ST,Mount Pleasant,492635.9894,5456438.2262
Other Theft,2025,1,5,4,0,27XX W 37TH AVE,Arbutus Ridge,487861.8647,5453986.7245
Other Theft,2025,1,18,11,13,27XX W BROADWAY AVE,Kitsilano,487846.3908,5456828.7646
Other Theft,2025,1,5,16,18,27XX WAVERLEY AVE,Victoria-Fraserview,496332.2867,5452657.1311
Other Theft,2025,1,11,15,57,28XX BENTALL ST,Renfrew-Collingwood,497676.2134,5456227.9222
Other Theft,2025,1,5,12,0,28XX E 42ND AVE,Killarney,496489.6656,5453254.7623
Other Theft,2025,1,2,14,30,28XX ETON ST,Hastings-Sunrise,496725.1916,5459435.5947
Other Theft,2025,1,15,21,57,28XX GRANVILLE ST,Fairview,489910.8026,5456363.5816
Other Theft,2025,1,26,14,59,28XX GRANVILLE ST,Fairview,489910.8026,5456363.5816
Other Theft,2025,1,17,17,25,28XX GRANVILLE ST,Fairview,489912.6041,5456441.6958
Other Theft,2025,1,11,14,5,28XX KITCHENER ST,Hastings-Sunrise,496666.0265,5457722.4167
Other Theft,2025,1,25,16,0,29XX E 22ND AVE,Renfrew-Collingwood,496860.3506,5455322.5133
Other Theft,2025,1,15,21,49,29XX E 22ND AVE,Renfrew-Collingwood,496861.7177,5455322.5066
Other Theft,2025,1,15,22,38,29XX E 22ND AVE,Renfrew-Collingwood,496861.7177,5455322.5066
Other Theft,2025,1,23,13,40,29XX E 22ND AVE,Renfrew-Collingwood,496861.7177,5455322.5066
Other Theft,2025,1,26,14,14,29XX E 22ND AVE,Renfrew-Collingwood,496861.7177,5455322.5066
Other Theft,2025,1,26,14,17,29XX E 22ND AVE,Renfrew-Collingwood,496861.7177,5455322.5066
Other Theft,2025,1,28,18,11,29XX E 22ND AVE,Renfrew-Collingwood,496861.7177,5455322.5066
Other Theft,2025,1,12,19,45,29XX E 41ST AVE,Killarney,496767.0617,5453348.346
Other Theft,2025,1,23,22,0,29XX GRANVILLE ST,Fairview,489901.3016,5456259.1592
Other Theft,2025,1,1,15,39,29XX MAIN ST,Mount Pleasant,492637.6715,5456237.8605
Other Theft,2025,1,8,16,26,29XX MAIN ST,Mount Pleasant,492637.6715,5456237.8605
Other Theft,2025,1,8,18,51,29XX MAIN ST,Mount Pleasant,492637.6715,5456237.8605
Other Theft,2025,1,10,8,0,29XX SCHOOL AVE,Renfrew-Collingwood,496862.0338,5453626.167
Other Theft,2025,1,27,13,49,2X E CORDOVA ST,Central Business District,492453.0836,5458847.036
Other Theft,2025,1,7,16,21,2X E HASTINGS ST,Central Business District,492451.3272,5458751.7456
Other Theft,2025,1,9,15,58,2X W 2ND AVE,Mount Pleasant,492338.0159,5457389.1444
